TF_ID	Gene_ID	Family
Cotton_A_26312_BGI-A2_v1.0	Cotton_A_26312	ERF
Cotton_A_26719_BGI-A2_v1.0	Cotton_A_26719	ERF
Cotton_A_26993_BGI-A2_v1.0	Cotton_A_26993	ERF
Cotton_A_26994_BGI-A2_v1.0	Cotton_A_26994	ERF
Cotton_A_26995_BGI-A2_v1.0	Cotton_A_26995	ERF
Cotton_A_26997_BGI-A2_v1.0	Cotton_A_26997	ERF
Cotton_A_27309_BGI-A2_v1.0	Cotton_A_27309	ERF
Cotton_A_27742_BGI-A2_v1.0	Cotton_A_27742	ERF
Cotton_A_27841_BGI-A2_v1.0	Cotton_A_27841	ERF
Cotton_A_28238_BGI-A2_v1.0	Cotton_A_28238	ERF
Cotton_A_28359_BGI-A2_v1.0	Cotton_A_28359	ERF
Cotton_A_28370_BGI-A2_v1.0	Cotton_A_28370	ERF
Cotton_A_28371_BGI-A2_v1.0	Cotton_A_28371	ERF
Cotton_A_28373_BGI-A2_v1.0	Cotton_A_28373	ERF
Cotton_A_28528_BGI-A2_v1.0	Cotton_A_28528	ERF
Cotton_A_28624_BGI-A2_v1.0	Cotton_A_28624	ERF
Cotton_A_28625_BGI-A2_v1.0	Cotton_A_28625	ERF
Cotton_A_28627_BGI-A2_v1.0	Cotton_A_28627	ERF
Cotton_A_28628_BGI-A2_v1.0	Cotton_A_28628	ERF
Cotton_A_28629_BGI-A2_v1.0	Cotton_A_28629	ERF
Cotton_A_28630_BGI-A2_v1.0	Cotton_A_28630	ERF
Cotton_A_28738_BGI-A2_v1.0	Cotton_A_28738	ERF
Cotton_A_28841_BGI-A2_v1.0	Cotton_A_28841	ERF
Cotton_A_29124_BGI-A2_v1.0	Cotton_A_29124	ERF
Cotton_A_29346_BGI-A2_v1.0	Cotton_A_29346	ERF
Cotton_A_30135_BGI-A2_v1.0	Cotton_A_30135	ERF
Cotton_A_30233_BGI-A2_v1.0	Cotton_A_30233	ERF
Cotton_A_30410_BGI-A2_v1.0	Cotton_A_30410	ERF
Cotton_A_30469_BGI-A2_v1.0	Cotton_A_30469	ERF
Cotton_A_31029_BGI-A2_v1.0	Cotton_A_31029	ERF
Cotton_A_31245_BGI-A2_v1.0	Cotton_A_31245	ERF
Cotton_A_31838_BGI-A2_v1.0	Cotton_A_31838	ERF
Cotton_A_32033_BGI-A2_v1.0	Cotton_A_32033	ERF
Cotton_A_32264_BGI-A2_v1.0	Cotton_A_32264	ERF
Cotton_A_32434_BGI-A2_v1.0	Cotton_A_32434	ERF
Cotton_A_32694_BGI-A2_v1.0	Cotton_A_32694	ERF
Cotton_A_32741_BGI-A2_v1.0	Cotton_A_32741	ERF
Cotton_A_33155_BGI-A2_v1.0	Cotton_A_33155	ERF
Cotton_A_33523_BGI-A2_v1.0	Cotton_A_33523	ERF
Cotton_A_33782_BGI-A2_v1.0	Cotton_A_33782	ERF
Cotton_A_34402_BGI-A2_v1.0	Cotton_A_34402	ERF
Cotton_A_35203_BGI-A2_v1.0	Cotton_A_35203	ERF
Cotton_A_35227_BGI-A2_v1.0	Cotton_A_35227	ERF
Cotton_A_35228_BGI-A2_v1.0	Cotton_A_35228	ERF
Cotton_A_35684_BGI-A2_v1.0	Cotton_A_35684	ERF
Cotton_A_35926_BGI-A2_v1.0	Cotton_A_35926	ERF
Cotton_A_36122_BGI-A2_v1.0	Cotton_A_36122	ERF
Cotton_A_36210_BGI-A2_v1.0	Cotton_A_36210	ERF
Cotton_A_36662_BGI-A2_v1.0	Cotton_A_36662	ERF
Cotton_A_36707_BGI-A2_v1.0	Cotton_A_36707	ERF
Cotton_A_36719_BGI-A2_v1.0	Cotton_A_36719	ERF
Cotton_A_36834_BGI-A2_v1.0	Cotton_A_36834	ERF
Cotton_A_37135_BGI-A2_v1.0	Cotton_A_37135	ERF
Cotton_A_37143_BGI-A2_v1.0	Cotton_A_37143	ERF
Cotton_A_37851_BGI-A2_v1.0	Cotton_A_37851	ERF
Cotton_A_38005_BGI-A2_v1.0	Cotton_A_38005	ERF
Cotton_A_38038_BGI-A2_v1.0	Cotton_A_38038	ERF
Cotton_A_38434_BGI-A2_v1.0	Cotton_A_38434	ERF
Cotton_A_38436_BGI-A2_v1.0	Cotton_A_38436	ERF
Cotton_A_38579_BGI-A2_v1.0	Cotton_A_38579	ERF
Cotton_A_38821_BGI-A2_v1.0	Cotton_A_38821	ERF
Cotton_A_38822_BGI-A2_v1.0	Cotton_A_38822	ERF
Cotton_A_38823_BGI-A2_v1.0	Cotton_A_38823	ERF
Cotton_A_39051_BGI-A2_v1.0	Cotton_A_39051	ERF
Cotton_A_39713_BGI-A2_v1.0	Cotton_A_39713	ERF
Cotton_A_39839_BGI-A2_v1.0	Cotton_A_39839	ERF
Cotton_A_39858_BGI-A2_v1.0	Cotton_A_39858	ERF
Cotton_A_40126_BGI-A2_v1.0	Cotton_A_40126	ERF
Cotton_A_40138_BGI-A2_v1.0	Cotton_A_40138	ERF
Cotton_A_40144_BGI-A2_v1.0	Cotton_A_40144	ERF
Cotton_A_40274_BGI-A2_v1.0	Cotton_A_40274	ERF
Cotton_A_40350_BGI-A2_v1.0	Cotton_A_40350	ERF
Cotton_A_00229_BGI-A2_v1.0	Cotton_A_00229	DBB
Cotton_A_00234_BGI-A2_v1.0	Cotton_A_00234	DBB
Cotton_A_08899_BGI-A2_v1.0	Cotton_A_08899	DBB
Cotton_A_14219_BGI-A2_v1.0	Cotton_A_14219	DBB
Cotton_A_16398_BGI-A2_v1.0	Cotton_A_16398	DBB
Cotton_A_19331_BGI-A2_v1.0	Cotton_A_19331	DBB
Cotton_A_19752_BGI-A2_v1.0	Cotton_A_19752	DBB
Cotton_A_19761_BGI-A2_v1.0	Cotton_A_19761	DBB
Cotton_A_19792_BGI-A2_v1.0	Cotton_A_19792	DBB
Cotton_A_20149_BGI-A2_v1.0	Cotton_A_20149	DBB
Cotton_A_22600_BGI-A2_v1.0	Cotton_A_22600	DBB
Cotton_A_23658_BGI-A2_v1.0	Cotton_A_23658	DBB
Cotton_A_24186_BGI-A2_v1.0	Cotton_A_24186	DBB
Cotton_A_24189_BGI-A2_v1.0	Cotton_A_24189	DBB
Cotton_A_31899_BGI-A2_v1.0	Cotton_A_31899	DBB
Cotton_A_40342_BGI-A2_v1.0	Cotton_A_40342	DBB
Cotton_A_00045_BGI-A2_v1.0	Cotton_A_00045	CO-like
Cotton_A_01142_BGI-A2_v1.0	Cotton_A_01142	CO-like
Cotton_A_02515_BGI-A2_v1.0	Cotton_A_02515	CO-like
Cotton_A_03265_BGI-A2_v1.0	Cotton_A_03265	CO-like
Cotton_A_03720_BGI-A2_v1.0	Cotton_A_03720	CO-like
Cotton_A_06763_BGI-A2_v1.0	Cotton_A_06763	CO-like
Cotton_A_09109_BGI-A2_v1.0	Cotton_A_09109	CO-like
Cotton_A_19228_BGI-A2_v1.0	Cotton_A_19228	CO-like
Cotton_A_26963_BGI-A2_v1.0	Cotton_A_26963	CO-like
Cotton_A_27017_BGI-A2_v1.0	Cotton_A_27017	CO-like
Cotton_A_28699_BGI-A2_v1.0	Cotton_A_28699	CO-like
Cotton_A_29042_BGI-A2_v1.0	Cotton_A_29042	CO-like
Cotton_A_31698_BGI-A2_v1.0	Cotton_A_31698	CO-like
Cotton_A_34286_BGI-A2_v1.0	Cotton_A_34286	CO-like
Cotton_A_34661_BGI-A2_v1.0	Cotton_A_34661	CO-like
Cotton_A_35756_BGI-A2_v1.0	Cotton_A_35756	CO-like
Cotton_A_36596_BGI-A2_v1.0	Cotton_A_36596	CO-like
Cotton_A_38065_BGI-A2_v1.0	Cotton_A_38065	CO-like
Cotton_A_01185_BGI-A2_v1.0	Cotton_A_01185	ARR-B
Cotton_A_01261_BGI-A2_v1.0	Cotton_A_01261	ARR-B
Cotton_A_01262_BGI-A2_v1.0	Cotton_A_01262	ARR-B
Cotton_A_01341_BGI-A2_v1.0	Cotton_A_01341	ARR-B
Cotton_A_03388_BGI-A2_v1.0	Cotton_A_03388	ARR-B
Cotton_A_07235_BGI-A2_v1.0	Cotton_A_07235	ARR-B
Cotton_A_07876_BGI-A2_v1.0	Cotton_A_07876	ARR-B
Cotton_A_09096_BGI-A2_v1.0	Cotton_A_09096	ARR-B
Cotton_A_11915_BGI-A2_v1.0	Cotton_A_11915	ARR-B
Cotton_A_13143_BGI-A2_v1.0	Cotton_A_13143	ARR-B
Cotton_A_16902_BGI-A2_v1.0	Cotton_A_16902	ARR-B
Cotton_A_17716_BGI-A2_v1.0	Cotton_A_17716	ARR-B
Cotton_A_17803_BGI-A2_v1.0	Cotton_A_17803	ARR-B
Cotton_A_19860_BGI-A2_v1.0	Cotton_A_19860	ARR-B
Cotton_A_21321_BGI-A2_v1.0	Cotton_A_21321	ARR-B
Cotton_A_25665_BGI-A2_v1.0	Cotton_A_25665	ARR-B
Cotton_A_26239_BGI-A2_v1.0	Cotton_A_26239	ARR-B
Cotton_A_26439_BGI-A2_v1.0	Cotton_A_26439	ARR-B
Cotton_A_39445_BGI-A2_v1.0	Cotton_A_39445	ARR-B
Cotton_A_39521_BGI-A2_v1.0	Cotton_A_39521	ARR-B
Cotton_A_00062_BGI-A2_v1.0	Cotton_A_00062	G2-like
Cotton_A_00064_BGI-A2_v1.0	Cotton_A_00064	G2-like
Cotton_A_00303_BGI-A2_v1.0	Cotton_A_00303	G2-like
Cotton_A_01461_BGI-A2_v1.0	Cotton_A_01461	G2-like
Cotton_A_01678_BGI-A2_v1.0	Cotton_A_01678	G2-like
Cotton_A_02042_BGI-A2_v1.0	Cotton_A_02042	G2-like
Cotton_A_02192_BGI-A2_v1.0	Cotton_A_02192	G2-like
Cotton_A_02500_BGI-A2_v1.0	Cotton_A_02500	G2-like
Cotton_A_02742_BGI-A2_v1.0	Cotton_A_02742	G2-like
Cotton_A_02995_BGI-A2_v1.0	Cotton_A_02995	G2-like
Cotton_A_03448_BGI-A2_v1.0	Cotton_A_03448	G2-like
Cotton_A_04900_BGI-A2_v1.0	Cotton_A_04900	G2-like
Cotton_A_04901_BGI-A2_v1.0	Cotton_A_04901	G2-like
Cotton_A_05847_BGI-A2_v1.0	Cotton_A_05847	G2-like
Cotton_A_06358_BGI-A2_v1.0	Cotton_A_06358	G2-like
Cotton_A_06910_BGI-A2_v1.0	Cotton_A_06910	G2-like
Cotton_A_06957_BGI-A2_v1.0	Cotton_A_06957	G2-like
Cotton_A_07375_BGI-A2_v1.0	Cotton_A_07375	G2-like
Cotton_A_07771_BGI-A2_v1.0	Cotton_A_07771	G2-like
Cotton_A_07929_BGI-A2_v1.0	Cotton_A_07929	G2-like
Cotton_A_07950_BGI-A2_v1.0	Cotton_A_07950	G2-like
Cotton_A_09284_BGI-A2_v1.0	Cotton_A_09284	G2-like
Cotton_A_09733_BGI-A2_v1.0	Cotton_A_09733	G2-like
Cotton_A_10271_BGI-A2_v1.0	Cotton_A_10271	G2-like
Cotton_A_10788_BGI-A2_v1.0	Cotton_A_10788	G2-like
Cotton_A_11128_BGI-A2_v1.0	Cotton_A_11128	G2-like
Cotton_A_11268_BGI-A2_v1.0	Cotton_A_11268	G2-like
Cotton_A_11761_BGI-A2_v1.0	Cotton_A_11761	G2-like
Cotton_A_13061_BGI-A2_v1.0	Cotton_A_13061	G2-like
Cotton_A_14304_BGI-A2_v1.0	Cotton_A_14304	G2-like
Cotton_A_14903_BGI-A2_v1.0	Cotton_A_14903	G2-like
Cotton_A_15020_BGI-A2_v1.0	Cotton_A_15020	G2-like
Cotton_A_15103_BGI-A2_v1.0	Cotton_A_15103	G2-like
Cotton_A_15322_BGI-A2_v1.0	Cotton_A_15322	G2-like
Cotton_A_16857_BGI-A2_v1.0	Cotton_A_16857	G2-like
Cotton_A_17531_BGI-A2_v1.0	Cotton_A_17531	G2-like
Cotton_A_19416_BGI-A2_v1.0	Cotton_A_19416	G2-like
Cotton_A_20433_BGI-A2_v1.0	Cotton_A_20433	G2-like
Cotton_A_22883_BGI-A2_v1.0	Cotton_A_22883	G2-like
Cotton_A_23133_BGI-A2_v1.0	Cotton_A_23133	G2-like
Cotton_A_24280_BGI-A2_v1.0	Cotton_A_24280	G2-like
Cotton_A_25525_BGI-A2_v1.0	Cotton_A_25525	G2-like
Cotton_A_25826_BGI-A2_v1.0	Cotton_A_25826	G2-like
Cotton_A_26053_BGI-A2_v1.0	Cotton_A_26053	G2-like
Cotton_A_26940_BGI-A2_v1.0	Cotton_A_26940	G2-like
Cotton_A_27662_BGI-A2_v1.0	Cotton_A_27662	G2-like
Cotton_A_29337_BGI-A2_v1.0	Cotton_A_29337	G2-like
Cotton_A_29834_BGI-A2_v1.0	Cotton_A_29834	G2-like
Cotton_A_30638_BGI-A2_v1.0	Cotton_A_30638	G2-like
Cotton_A_30808_BGI-A2_v1.0	Cotton_A_30808	G2-like
Cotton_A_31019_BGI-A2_v1.0	Cotton_A_31019	G2-like
Cotton_A_31232_BGI-A2_v1.0	Cotton_A_31232	G2-like
Cotton_A_32098_BGI-A2_v1.0	Cotton_A_32098	G2-like
Cotton_A_33118_BGI-A2_v1.0	Cotton_A_33118	G2-like
Cotton_A_34375_BGI-A2_v1.0	Cotton_A_34375	G2-like
Cotton_A_34547_BGI-A2_v1.0	Cotton_A_34547	G2-like
Cotton_A_35453_BGI-A2_v1.0	Cotton_A_35453	G2-like
Cotton_A_36642_BGI-A2_v1.0	Cotton_A_36642	G2-like
Cotton_A_37983_BGI-A2_v1.0	Cotton_A_37983	G2-like
Cotton_A_38864_BGI-A2_v1.0	Cotton_A_38864	G2-like
Cotton_A_40387_BGI-A2_v1.0	Cotton_A_40387	G2-like
Cotton_A_40778_BGI-A2_v1.0	Cotton_A_40778	G2-like
Cotton_A_01579_BGI-A2_v1.0	Cotton_A_01579	MIKC_MADS
Cotton_A_01937_BGI-A2_v1.0	Cotton_A_01937	MIKC_MADS
Cotton_A_02783_BGI-A2_v1.0	Cotton_A_02783	MIKC_MADS
Cotton_A_03373_BGI-A2_v1.0	Cotton_A_03373	MIKC_MADS
Cotton_A_03985_BGI-A2_v1.0	Cotton_A_03985	MIKC_MADS
Cotton_A_04560_BGI-A2_v1.0	Cotton_A_04560	MIKC_MADS
Cotton_A_06622_BGI-A2_v1.0	Cotton_A_06622	MIKC_MADS
Cotton_A_07550_BGI-A2_v1.0	Cotton_A_07550	MIKC_MADS
Cotton_A_08842_BGI-A2_v1.0	Cotton_A_08842	MIKC_MADS
Cotton_A_09654_BGI-A2_v1.0	Cotton_A_09654	MIKC_MADS
Cotton_A_10847_BGI-A2_v1.0	Cotton_A_10847	MIKC_MADS
Cotton_A_10849_BGI-A2_v1.0	Cotton_A_10849	MIKC_MADS
Cotton_A_10950_BGI-A2_v1.0	Cotton_A_10950	MIKC_MADS
Cotton_A_10951_BGI-A2_v1.0	Cotton_A_10951	MIKC_MADS
Cotton_A_11745_BGI-A2_v1.0	Cotton_A_11745	MIKC_MADS
Cotton_A_11746_BGI-A2_v1.0	Cotton_A_11746	MIKC_MADS
Cotton_A_14104_BGI-A2_v1.0	Cotton_A_14104	MIKC_MADS
Cotton_A_15815_BGI-A2_v1.0	Cotton_A_15815	MIKC_MADS
Cotton_A_17221_BGI-A2_v1.0	Cotton_A_17221	MIKC_MADS
Cotton_A_17354_BGI-A2_v1.0	Cotton_A_17354	MIKC_MADS
Cotton_A_18749_BGI-A2_v1.0	Cotton_A_18749	MIKC_MADS
Cotton_A_20826_BGI-A2_v1.0	Cotton_A_20826	MIKC_MADS
Cotton_A_22910_BGI-A2_v1.0	Cotton_A_22910	MIKC_MADS
Cotton_A_22943_BGI-A2_v1.0	Cotton_A_22943	MIKC_MADS
Cotton_A_24135_BGI-A2_v1.0	Cotton_A_24135	MIKC_MADS
Cotton_A_24476_BGI-A2_v1.0	Cotton_A_24476	MIKC_MADS
Cotton_A_25477_BGI-A2_v1.0	Cotton_A_25477	MIKC_MADS
Cotton_A_25835_BGI-A2_v1.0	Cotton_A_25835	MIKC_MADS
Cotton_A_26485_BGI-A2_v1.0	Cotton_A_26485	MIKC_MADS
Cotton_A_28384_BGI-A2_v1.0	Cotton_A_28384	MIKC_MADS
Cotton_A_29164_BGI-A2_v1.0	Cotton_A_29164	MIKC_MADS
Cotton_A_29978_BGI-A2_v1.0	Cotton_A_29978	MIKC_MADS
Cotton_A_30212_BGI-A2_v1.0	Cotton_A_30212	MIKC_MADS
Cotton_A_32186_BGI-A2_v1.0	Cotton_A_32186	MIKC_MADS
Cotton_A_33618_BGI-A2_v1.0	Cotton_A_33618	MIKC_MADS
Cotton_A_34365_BGI-A2_v1.0	Cotton_A_34365	MIKC_MADS
Cotton_A_34844_BGI-A2_v1.0	Cotton_A_34844	MIKC_MADS
Cotton_A_35903_BGI-A2_v1.0	Cotton_A_35903	MIKC_MADS
Cotton_A_36537_BGI-A2_v1.0	Cotton_A_36537	MIKC_MADS
Cotton_A_37831_BGI-A2_v1.0	Cotton_A_37831	MIKC_MADS
Cotton_A_38191_BGI-A2_v1.0	Cotton_A_38191	MIKC_MADS
Cotton_A_39936_BGI-A2_v1.0	Cotton_A_39936	MIKC_MADS
Cotton_A_40147_BGI-A2_v1.0	Cotton_A_40147	MIKC_MADS
Cotton_A_40148_BGI-A2_v1.0	Cotton_A_40148	MIKC_MADS
Cotton_A_00551_BGI-A2_v1.0	Cotton_A_00551	M-type_MADS
Cotton_A_01814_BGI-A2_v1.0	Cotton_A_01814	M-type_MADS
Cotton_A_01866_BGI-A2_v1.0	Cotton_A_01866	M-type_MADS
Cotton_A_01867_BGI-A2_v1.0	Cotton_A_01867	M-type_MADS
Cotton_A_02066_BGI-A2_v1.0	Cotton_A_02066	M-type_MADS
Cotton_A_03202_BGI-A2_v1.0	Cotton_A_03202	M-type_MADS
Cotton_A_05132_BGI-A2_v1.0	Cotton_A_05132	M-type_MADS
Cotton_A_05133_BGI-A2_v1.0	Cotton_A_05133	M-type_MADS
Cotton_A_06383_BGI-A2_v1.0	Cotton_A_06383	M-type_MADS
Cotton_A_08557_BGI-A2_v1.0	Cotton_A_08557	M-type_MADS
Cotton_A_08703_BGI-A2_v1.0	Cotton_A_08703	M-type_MADS
Cotton_A_08824_BGI-A2_v1.0	Cotton_A_08824	M-type_MADS
Cotton_A_08944_BGI-A2_v1.0	Cotton_A_08944	M-type_MADS
Cotton_A_10100_BGI-A2_v1.0	Cotton_A_10100	M-type_MADS
Cotton_A_11433_BGI-A2_v1.0	Cotton_A_11433	M-type_MADS
Cotton_A_11922_BGI-A2_v1.0	Cotton_A_11922	M-type_MADS
Cotton_A_13400_BGI-A2_v1.0	Cotton_A_13400	M-type_MADS
Cotton_A_14428_BGI-A2_v1.0	Cotton_A_14428	M-type_MADS
Cotton_A_14567_BGI-A2_v1.0	Cotton_A_14567	M-type_MADS
Cotton_A_14817_BGI-A2_v1.0	Cotton_A_14817	M-type_MADS
Cotton_A_14818_BGI-A2_v1.0	Cotton_A_14818	M-type_MADS
Cotton_A_16797_BGI-A2_v1.0	Cotton_A_16797	M-type_MADS
Cotton_A_16798_BGI-A2_v1.0	Cotton_A_16798	M-type_MADS
Cotton_A_17196_BGI-A2_v1.0	Cotton_A_17196	M-type_MADS
Cotton_A_17199_BGI-A2_v1.0	Cotton_A_17199	M-type_MADS
Cotton_A_17264_BGI-A2_v1.0	Cotton_A_17264	M-type_MADS
Cotton_A_19334_BGI-A2_v1.0	Cotton_A_19334	M-type_MADS
Cotton_A_19498_BGI-A2_v1.0	Cotton_A_19498	M-type_MADS
Cotton_A_20837_BGI-A2_v1.0	Cotton_A_20837	M-type_MADS
Cotton_A_21613_BGI-A2_v1.0	Cotton_A_21613	M-type_MADS
Cotton_A_21615_BGI-A2_v1.0	Cotton_A_21615	M-type_MADS
Cotton_A_21616_BGI-A2_v1.0	Cotton_A_21616	M-type_MADS
Cotton_A_21857_BGI-A2_v1.0	Cotton_A_21857	M-type_MADS
Cotton_A_21862_BGI-A2_v1.0	Cotton_A_21862	M-type_MADS
Cotton_A_21961_BGI-A2_v1.0	Cotton_A_21961	M-type_MADS
Cotton_A_22108_BGI-A2_v1.0	Cotton_A_22108	M-type_MADS
Cotton_A_23916_BGI-A2_v1.0	Cotton_A_23916	M-type_MADS
Cotton_A_24082_BGI-A2_v1.0	Cotton_A_24082	M-type_MADS
Cotton_A_24831_BGI-A2_v1.0	Cotton_A_24831	M-type_MADS
Cotton_A_25833_BGI-A2_v1.0	Cotton_A_25833	M-type_MADS
Cotton_A_26903_BGI-A2_v1.0	Cotton_A_26903	M-type_MADS
Cotton_A_27146_BGI-A2_v1.0	Cotton_A_27146	M-type_MADS
Cotton_A_27666_BGI-A2_v1.0	Cotton_A_27666	M-type_MADS
Cotton_A_28206_BGI-A2_v1.0	Cotton_A_28206	M-type_MADS
Cotton_A_28403_BGI-A2_v1.0	Cotton_A_28403	M-type_MADS
Cotton_A_28416_BGI-A2_v1.0	Cotton_A_28416	M-type_MADS
Cotton_A_28455_BGI-A2_v1.0	Cotton_A_28455	M-type_MADS
Cotton_A_29132_BGI-A2_v1.0	Cotton_A_29132	M-type_MADS
Cotton_A_29349_BGI-A2_v1.0	Cotton_A_29349	M-type_MADS
Cotton_A_29352_BGI-A2_v1.0	Cotton_A_29352	M-type_MADS
Cotton_A_29353_BGI-A2_v1.0	Cotton_A_29353	M-type_MADS
Cotton_A_29367_BGI-A2_v1.0	Cotton_A_29367	M-type_MADS
Cotton_A_29771_BGI-A2_v1.0	Cotton_A_29771	M-type_MADS
Cotton_A_34715_BGI-A2_v1.0	Cotton_A_34715	M-type_MADS
Cotton_A_35030_BGI-A2_v1.0	Cotton_A_35030	M-type_MADS
Cotton_A_35031_BGI-A2_v1.0	Cotton_A_35031	M-type_MADS
Cotton_A_37076_BGI-A2_v1.0	Cotton_A_37076	M-type_MADS
Cotton_A_37874_BGI-A2_v1.0	Cotton_A_37874	M-type_MADS
Cotton_A_38285_BGI-A2_v1.0	Cotton_A_38285	M-type_MADS
Cotton_A_38716_BGI-A2_v1.0	Cotton_A_38716	M-type_MADS
Cotton_A_39419_BGI-A2_v1.0	Cotton_A_39419	M-type_MADS
Cotton_A_39420_BGI-A2_v1.0	Cotton_A_39420	M-type_MADS
Cotton_A_40253_BGI-A2_v1.0	Cotton_A_40253	M-type_MADS
Cotton_A_03163_BGI-A2_v1.0	Cotton_A_03163	GRF
Cotton_A_06427_BGI-A2_v1.0	Cotton_A_06427	GRF
Cotton_A_07749_BGI-A2_v1.0	Cotton_A_07749	GRF
Cotton_A_08528_BGI-A2_v1.0	Cotton_A_08528	GRF
Cotton_A_09326_BGI-A2_v1.0	Cotton_A_09326	GRF
Cotton_A_09791_BGI-A2_v1.0	Cotton_A_09791	GRF
Cotton_A_09943_BGI-A2_v1.0	Cotton_A_09943	GRF
Cotton_A_13200_BGI-A2_v1.0	Cotton_A_13200	GRF
Cotton_A_13201_BGI-A2_v1.0	Cotton_A_13201	GRF
Cotton_A_13440_BGI-A2_v1.0	Cotton_A_13440	GRF
Cotton_A_16674_BGI-A2_v1.0	Cotton_A_16674	GRF
Cotton_A_19273_BGI-A2_v1.0	Cotton_A_19273	GRF
Cotton_A_23464_BGI-A2_v1.0	Cotton_A_23464	GRF
Cotton_A_23512_BGI-A2_v1.0	Cotton_A_23512	GRF
Cotton_A_25254_BGI-A2_v1.0	Cotton_A_25254	GRF
Cotton_A_35986_BGI-A2_v1.0	Cotton_A_35986	GRF
Cotton_A_36089_BGI-A2_v1.0	Cotton_A_36089	GRF
Cotton_A_36649_BGI-A2_v1.0	Cotton_A_36649	GRF
Cotton_A_02596_BGI-A2_v1.0	Cotton_A_02596	HB-other
Cotton_A_03738_BGI-A2_v1.0	Cotton_A_03738	HB-other
Cotton_A_04480_BGI-A2_v1.0	Cotton_A_04480	HB-other
Cotton_A_05000_BGI-A2_v1.0	Cotton_A_05000	HB-other
Cotton_A_05001_BGI-A2_v1.0	Cotton_A_05001	HB-other
Cotton_A_06238_BGI-A2_v1.0	Cotton_A_06238	HB-other
Cotton_A_07460_BGI-A2_v1.0	Cotton_A_07460	HB-other
Cotton_A_09092_BGI-A2_v1.0	Cotton_A_09092	HB-other
Cotton_A_09239_BGI-A2_v1.0	Cotton_A_09239	HB-other
Cotton_A_11973_BGI-A2_v1.0	Cotton_A_11973	HB-other
Cotton_A_13945_BGI-A2_v1.0	Cotton_A_13945	HB-other
Cotton_A_20173_BGI-A2_v1.0	Cotton_A_20173	HB-other
Cotton_A_23170_BGI-A2_v1.0	Cotton_A_23170	HB-other
Cotton_A_23718_BGI-A2_v1.0	Cotton_A_23718	HB-other
Cotton_A_23721_BGI-A2_v1.0	Cotton_A_23721	HB-other
Cotton_A_33264_BGI-A2_v1.0	Cotton_A_33264	HB-other
Cotton_A_33669_BGI-A2_v1.0	Cotton_A_33669	HB-other
Cotton_A_02211_BGI-A2_v1.0	Cotton_A_02211	WOX
Cotton_A_40228_BGI-A2_v1.0	Cotton_A_40228	WOX
Cotton_A_08673_BGI-A2_v1.0	Cotton_A_08673	WOX
Cotton_A_01436_BGI-A2_v1.0	Cotton_A_01436	WOX
Cotton_A_01437_BGI-A2_v1.0	Cotton_A_01437	WOX
Cotton_A_10549_BGI-A2_v1.0	Cotton_A_10549	WOX
Cotton_A_22129_BGI-A2_v1.0	Cotton_A_22129	WOX
Cotton_A_07016_BGI-A2_v1.0	Cotton_A_07016	WOX
Cotton_A_11370_BGI-A2_v1.0	Cotton_A_11370	WOX
Cotton_A_31330_BGI-A2_v1.0	Cotton_A_31330	WOX
Cotton_A_11308_BGI-A2_v1.0	Cotton_A_11308	WOX
Cotton_A_03937_BGI-A2_v1.0	Cotton_A_03937	WOX
Cotton_A_22352_BGI-A2_v1.0	Cotton_A_22352	WOX
Cotton_A_39066_BGI-A2_v1.0	Cotton_A_39066	WOX
Cotton_A_24179_BGI-A2_v1.0	Cotton_A_24179	WOX
Cotton_A_34527_BGI-A2_v1.0	Cotton_A_34527	WOX
Cotton_A_05511_BGI-A2_v1.0	Cotton_A_05511	WOX
Cotton_A_17618_BGI-A2_v1.0	Cotton_A_17618	WOX
Cotton_A_28656_BGI-A2_v1.0	Cotton_A_28656	WOX
Cotton_A_27212_BGI-A2_v1.0	Cotton_A_27212	TALE
Cotton_A_00715_BGI-A2_v1.0	Cotton_A_00715	TALE
Cotton_A_02285_BGI-A2_v1.0	Cotton_A_02285	TALE
Cotton_A_19739_BGI-A2_v1.0	Cotton_A_19739	TALE
Cotton_A_13481_BGI-A2_v1.0	Cotton_A_13481	TALE
Cotton_A_39756_BGI-A2_v1.0	Cotton_A_39756	TALE
Cotton_A_11086_BGI-A2_v1.0	Cotton_A_11086	TALE
Cotton_A_01649_BGI-A2_v1.0	Cotton_A_01649	TALE
Cotton_A_32708_BGI-A2_v1.0	Cotton_A_32708	TALE
Cotton_A_33133_BGI-A2_v1.0	Cotton_A_33133	TALE
Cotton_A_34090_BGI-A2_v1.0	Cotton_A_34090	TALE
Cotton_A_22674_BGI-A2_v1.0	Cotton_A_22674	TALE
Cotton_A_27417_BGI-A2_v1.0	Cotton_A_27417	TALE
Cotton_A_07844_BGI-A2_v1.0	Cotton_A_07844	TALE
Cotton_A_00390_BGI-A2_v1.0	Cotton_A_00390	TALE
Cotton_A_05613_BGI-A2_v1.0	Cotton_A_05613	TALE
Cotton_A_25113_BGI-A2_v1.0	Cotton_A_25113	TALE
Cotton_A_04252_BGI-A2_v1.0	Cotton_A_04252	TALE
Cotton_A_30275_BGI-A2_v1.0	Cotton_A_30275	TALE
Cotton_A_35264_BGI-A2_v1.0	Cotton_A_35264	TALE
Cotton_A_16168_BGI-A2_v1.0	Cotton_A_16168	HD-ZIP
Cotton_A_38457_BGI-A2_v1.0	Cotton_A_38457	HD-ZIP
